id,nom,prenom,email,telephone,age,ville,experience_annees,poste_actuel,entreprise_actuelle,education_niveau,diplome,universite,annee_diplome,competences_techniques,competences_langues,langues_niveau,experience_detail,projets,certifications,disponibilite,pretention_salaire
3872,Berrada,Amine,amine.berrada3872@email.ma,0644372147,46,Berrechid,9,"Data Scientist",REDAL,Bac+2,"Licence informatique",ENSIAS,2014,"Node.js, PostgreSQL, React, Symfony, Python, Agile, REST API, TensorFlow","Arabe, Anglais, Français","Courant, Natif","Expérience chez Deloitte Maroc pendant 9 an(s).",,PMP,"3 mois",5778
3873,"El Amrani",Salim,salim.el.amrani3873@email.ma,0651156507,52,Mohammedia,10,"Administrateur système",REDAL,Bac+3,"Master SI",EHTP,2024,"MySQL, Python, CI/CD, JavaScript, Linux, PHP, AWS, React, Spring, REST API, Agile, SQL","Arabe, Français, Anglais","Intermédiaire, Bilingue, Courant","Expérience chez REDAL pendant 10 an(s).",,AWS,"1 mois",13495
3874,Chaoui,Karim,karim.chaoui3874@email.ma,0625772217,29,Settat,8,"Ingénieur DevOps","Maroc Telecom",Bac+2,"Licence informatique","FST Fes",2023,"Azure, Power BI, Linux, Symfony","Français, Arabe, Anglais","Courant, Natif","Expérience chez Deloitte Maroc pendant 8 an(s).","Projet Kubernetes.",Scrum,"2 mois",22507
3875,Zahir,Meryem,meryem.zahir3875@email.ma,0633081085,26,Berrechid,12,"Data Scientist",REDAL,Bac+2,"Master Big Data",ENSIAS,2011,"Scrum, TensorFlow, Machine Learning","Anglais, Arabe, Français","Bilingue, Natif","Expérience chez Maroc Telecom pendant 12 an(s).",,AWS,"1 mois",16949
3876,Sbai,Samira,samira.sbai3876@email.ma,0634758272,54,Oujda,10,"Développeur mobile",CGI,Bac+3,"Master SI","FST Marrakech",2013,"Agile, React, TensorFlow, SQL, Vue.js","Anglais, Arabe, Français","Courant, Intermédiaire","Expérience chez BMCE pendant 10 an(s).",,Scrum,"3 mois",9572
3877,Alaoui,Zineb,zineb.alaoui3877@email.ma,0658763096,33,Agadir,7,"Ingénieur logiciel",Webhelp,Bac+5,"Master Data","Université Cadi Ayyad",2019,"Vue.js, MySQL, Machine Learning, TensorFlow, PostgreSQL","Français, Arabe","Intermédiaire, Bilingue, Courant","Expérience chez Lydec pendant 7 an(s).",,,"2 mois",15242
3878,Benkirane,Hafsa,hafsa.benkirane3878@email.ma,0659660635,28,Meknes,3,"Architecte solutions",Majorel,Bac+5,"Master Big Data","Université Hassan II",2016,"Tableau, Machine Learning, Docker, Azure, REST API, Git, Angular, Python, MySQL, Node.js, Scrum, Symfony","Français, Anglais, Arabe","Courant, Intermédiaire","Expérience chez Inwi pendant 3 an(s).","Projet Scrum.",,"1 mois",12494
3879,Bensouda,Mohamed,mohamed.bensouda3879@email.ma,0658177645,31,Casablanca,1,"Chef de projet IT",REDAL,Bac+2,"Ingénieur d'état",EHTP,2014,"Tableau, Spring, Power BI, React, Vue.js, Kubernetes","Anglais, Français","Natif, Courant","Expérience chez Groupe Addoha pendant 1 an(s).","Projet Agile.",,"3 mois",14446
3880,Benkirane,Khalid,khalid.benkirane3880@email.ma,0671454274,53,Agadir,0,,,Bac+2,"Master SI",INSEA,2023,"Linux, Azure, Angular","Anglais, Français, Arabe","Intermédiaire, Natif, Bilingue",,,,"1 mois",4893
3881,Idrissi,Asmae,asmae.idrissi3881@email.ma,0643068647,35,Tetouan,2,"Développeur PHP","Orange Maroc",Bac+5,"Ingénieur d'état","UM5 Rabat",2012,"PostgreSQL, Agile, Angular, Machine Learning","Anglais, Français","Natif, Courant, Bilingue","Expérience chez Inwi pendant 2 an(s).","Projet Agile.",PMP,"2 mois",11269
3882,Bennani,Fatima,fatima.bennani3882@email.ma,0644103206,21,Nador,5,"Chef de projet IT","Deloitte Maroc",Bac+5,"Master Big Data",ENSIAS,2019,"Tableau, Pandas, TensorFlow, CI/CD, Java, Vue.js, PostgreSQL","Anglais, Arabe, Français","Courant, Intermédiaire, Natif","Expérience chez Orange Maroc pendant 5 an(s).",,Scrum,"3 mois",17232
3883,Drissi,Nabil,nabil.drissi3883@email.ma,0626372008,32,Casablanca,15,"Ingénieur logiciel",CGI,Bac+3,"Master Réseaux","Université Hassan II",2025,"REST API, JavaScript, TensorFlow, Angular, PHP, Symfony, SQL","Français, Arabe","Courant, Bilingue, Intermédiaire","Expérience chez Attijariwafa Bank pendant 15 an(s).",,,"2 mois",15544
3884,Benjelloun,Khalid,khalid.benjelloun3884@email.ma,0662206894,45,Taza,15,"Ingénieur DevOps","Capgemini Maroc",Bac+3,"Master Data","Al Akhawayn",2012,"CI/CD, SQL, REST API, Java, Tableau, Python, PHP","Anglais, Arabe, Français","Courant, Intermédiaire, Bilingue","Expérience chez Lydec pendant 15 an(s).","Projet Vue.js.",Azure,"2 mois",24334
3885,Kettani,Houda,houda.kettani3885@email.ma,0642807822,21,Mohammedia,11,"Ingénieur DevOps",OCP,Bac+3,"Master Big Data",INSEA,2011,"Spring, AWS, SQL, CI/CD, Machine Learning, Agile, MySQL, Java","Anglais, Arabe","Intermédiaire, Courant","Expérience chez Majorel pendant 11 an(s).","Projet Pandas.",PMP,"3 mois",14502
3886,Belkadi,Salim,salim.belkadi3886@email.ma,0611992800,34,Casablanca,4,"Data Engineer","Royal Air Maroc",Bac+2,"Ingénieur d'état",ENSI,2012,"Kubernetes, Vue.js, Tableau, React, Java, PostgreSQL, Azure","Anglais, Arabe, Français","Intermédiaire, Courant","Expérience chez Deloitte Maroc pendant 4 an(s).",,,"1 mois",24674
3887,Alaoui,Meryem,meryem.alaoui3887@email.ma,0635517604,31,Fes,10,"Développeur Java",Majorel,Bac+2,"Master MIAGE","Université Cadi Ayyad",2022,"Node.js, TensorFlow, Machine Learning, Git, Pandas","Arabe, Français, Anglais","Bilingue, Natif, Courant","Expérience chez Attijariwafa Bank pendant 10 an(s).","Projet Git.",,"3 mois",29513
3888,Benjelloun,Zineb,zineb.benjelloun3888@email.ma,0641310291,25,"El Jadida",14,"Consultant SAP",Majorel,Bac+3,"Ingénieur d'état","Université Hassan II",2025,"JavaScript, SQL, Tableau, CI/CD, Spring, Machine Learning, Python","Anglais, Français","Natif, Courant","Expérience chez Capgemini Maroc pendant 14 an(s).","Projet PostgreSQL.",Azure,"1 mois",15970
3889,Naciri,Younes,younes.naciri3889@email.ma,0644889552,27,Fes,10,"Développeur mobile",Inwi,Bac+3,"Master MIAGE","Université Cadi Ayyad",2024,"Symfony, TensorFlow, SQL, Node.js, React, Machine Learning","Français, Arabe, Anglais","Intermédiaire, Courant","Expérience chez BMCE pendant 10 an(s).","Projet Java.",,Immédiate,19999
3890,Benkirane,Rachid,rachid.benkirane3890@email.ma,0667451758,42,Casablanca,11,"Chef de projet IT",Webhelp,Bac+2,"Master Réseaux",ENSI,2013,"CI/CD, SQL, Linux","Français, Arabe","Courant, Bilingue, Intermédiaire","Expérience chez OCP pendant 11 an(s).",,,"2 mois",15154
3891,Chraibi,Meryem,meryem.chraibi3891@email.ma,0662035094,54,Meknes,13,"Développeur Java","Groupe Addoha",Bac+3,"Master SI","FST Marrakech",2021,"Scrum, Agile, Azure, Docker, PostgreSQL, React","Français, Arabe","Natif, Intermédiaire, Courant","Expérience chez CGI pendant 13 an(s).",,AWS,"3 mois",16194
3892,Fahmi,Hassan,hassan.fahmi3892@email.ma,0654315211,44,Berrechid,0,,,Bac+5,"Licence informatique","FST Marrakech",2012,"TensorFlow, Pandas, Laravel, Scrum, Python, Spring, SQL, Java, Agile, REST API, Machine Learning, PHP","Arabe, Anglais, Français","Natif, Courant",,"Projet Azure.",,"2 mois",14419
3893,Moussaoui,Youssef,youssef.moussaoui3893@email.ma,0641035463,31,Kenitra,7,"Data Scientist","Maroc Telecom",Bac+2,"Master MIAGE","FST Fes",2022,"Git, Linux, Vue.js, JavaScript","Anglais, Français","Bilingue, Courant, Natif","Expérience chez REDAL pendant 7 an(s).","Projet AWS.",PMP,"2 mois",20278
3894,Zahir,Reda,reda.zahir3894@email.ma,0662811871,50,Taza,6,"Testeur QA",Inwi,Bac+3,"Master Big Data","Université Hassan II",2021,"REST API, Java, Laravel, Scrum, Pandas","Français, Arabe, Anglais","Courant, Natif","Expérience chez BMCE pendant 6 an(s).","Projet Kubernetes.",,"2 mois",14520
3895,Kabbaj,Karim,karim.kabbaj3895@email.ma,0654865787,23,"El Jadida",5,"Product Owner",Webhelp,Bac+2,"Master Data","Université Hassan II",2012,"Scrum, JavaScript, CI/CD, PHP, AWS, MySQL, TensorFlow, Laravel, Node.js, Python, Symfony","Anglais, Français, Arabe","Intermédiaire, Courant","Expérience chez Lydec pendant 5 an(s).","Projet Scrum.",,Immédiate,23811
3896,Lamrani,Bilal,bilal.lamrani3896@email.ma,0654600544,21,Kenitra,10,"Développeur .NET","Royal Air Maroc",Bac+5,"Licence informatique",INSEA,2018,"TensorFlow, Docker, Spring, Git, MySQL, PHP, Tableau","Arabe, Français, Anglais","Intermédiaire, Natif","Expérience chez Deloitte Maroc pendant 10 an(s).",,AWS,"3 mois",12111
3897,Kettani,Yasmina,yasmina.kettani3897@email.ma,0615016768,40,Oujda,7,"Développeur PHP",Webhelp,Bac+5,"Master Réseaux","FST Fes",2016,"AWS, TensorFlow, JavaScript, REST API, React","Français, Arabe, Anglais","Courant, Bilingue, Intermédiaire","Expérience chez Maroc Telecom pendant 7 an(s).",,Scrum,"3 mois",17685
3898,Bouhout,Reda,reda.bouhout3898@email.ma,0642712995,21,Tanger,8,"Développeur Python",REDAL,Bac+3,"Ingénieur d'état",ENSIAS,2017,"Symfony, Agile, Tableau, SQL, Laravel, Git, Python, Vue.js, Docker, JavaScript","Français, Arabe","Intermédiaire, Courant, Natif","Expérience chez Maroc Telecom pendant 8 an(s).",,,"2 mois",13778
3899,Chaoui,Soukaina,soukaina.chaoui3899@email.ma,0648994148,49,Khemisset,0,,,Bac+3,"Master Data",INSEA,2018,"Python, AWS, Scrum","Français, Arabe, Anglais","Intermédiaire, Courant",,"Projet AWS.",,"3 mois",18187
3900,Bennani,Hamza,hamza.bennani3900@email.ma,0657614507,43,Fes,2,"Développeur mobile","Maroc Telecom",Bac+2,"Master MIAGE","FST Marrakech",2012,"Pandas, REST API, JavaScript, Spring, Laravel, PHP, Vue.js, Docker, Git","Français, Anglais","Intermédiaire, Natif, Bilingue","Expérience chez Société nationale pendant 2 an(s).",,,"3 mois",18360
3901,Ouazzani,Hamza,hamza.ouazzani3901@email.ma,0674212407,40,Mohammedia,8,"Développeur PHP",CGI,Bac+2,"Master Data","Université Cadi Ayyad",2014,"Linux, React, Python, Tableau, Power BI, MySQL, Azure, CI/CD","Anglais, Arabe, Français","Courant, Bilingue, Intermédiaire","Expérience chez BMCE pendant 8 an(s).",,Scrum,"1 mois",25383
3902,Belkadi,Meryem,meryem.belkadi3902@email.ma,0640201367,54,Kenitra,13,"Ingénieur cloud",Lydec,Bac+2,"Master Réseaux","FST Fes",2023,"Docker, Tableau, Azure, Linux, PHP, Pandas","Arabe, Français","Natif, Courant, Bilingue","Expérience chez Capgemini Maroc pendant 13 an(s).",,Scrum,"2 mois",17938
3903,Benkirane,Zineb,zineb.benkirane3903@email.ma,0661024574,30,Rabat,10,"Développeur Full Stack","Orange Maroc",Bac+3,"Ingénieur d'état",EHTP,2016,"MySQL, Machine Learning, CI/CD, REST API, Pandas, Kubernetes, Node.js, Scrum, Git","Arabe, Français","Intermédiaire, Natif, Bilingue","Expérience chez Maroc Telecom pendant 10 an(s).","Projet Linux.",,"2 mois",25616
3904,Zahir,Karim,karim.zahir3904@email.ma,0660993876,39,Mohammedia,2,"Data Engineer","Royal Air Maroc",Bac+3,"Master SI","Université Cadi Ayyad",2022,"Git, REST API, Agile, Pandas, Java, Angular, AWS, Scrum, TensorFlow","Anglais, Français","Natif, Intermédiaire, Bilingue","Expérience chez Orange Maroc pendant 2 an(s).","Projet Linux.",,"3 mois",22741
3905,Guessous,Karim,karim.guessous3905@email.ma,0671746909,41,Tetouan,0,,,Bac+2,"Master SI",EHTP,2021,"Symfony, Git, AWS","Anglais, Français, Arabe","Courant, Bilingue",,"Projet Java.",Scrum,"2 mois",20318
3906,Benkirane,Yasmina,yasmina.benkirane3906@email.ma,0675561603,28,Settat,14,"Chef de projet IT",CGI,Bac+5,"Master Réseaux",EHTP,2011,"JavaScript, Pandas, Python, PHP","Arabe, Français","Courant, Natif","Expérience chez Lydec pendant 14 an(s).",,AWS,"2 mois",11440
3907,Benkirane,Youssef,youssef.benkirane3907@email.ma,0626753921,25,Tanger,10,"Administrateur système",BMCE,Bac+3,"Master SI",INSEA,2012,"Vue.js, Pandas, Symfony","Anglais, Français, Arabe","Courant, Bilingue, Natif","Expérience chez Capgemini Maroc pendant 10 an(s).","Projet Laravel.",PMP,"1 mois",15509
3908,Berrada,Anas,anas.berrada3908@email.ma,0641230959,53,Tetouan,14,"Product Owner","Attijariwafa Bank",Bac+3,"Master Réseaux","Université Cadi Ayyad",2011,"Scrum, Symfony, Power BI, Pandas, Azure, TensorFlow","Anglais, Arabe","Bilingue, Natif, Intermédiaire","Expérience chez Orange Maroc pendant 14 an(s).",,,Immédiate,8425
3909,Bennani,Houda,houda.bennani3909@email.ma,0633831575,44,Khemisset,12,"Data Scientist",Lydec,Bac+2,"Master SI",ENSI,2024,"Symfony, Spring, AWS, React, Laravel","Français, Arabe","Bilingue, Natif, Intermédiaire","Expérience chez CGI pendant 12 an(s).","Projet AWS.",,"3 mois",22599
3910,Sefrioui,Youssef,youssef.sefrioui3910@email.ma,0671841497,31,Berrechid,15,"Ingénieur DevOps","Maroc Telecom",Bac+5,"Ingénieur d'état","Université Cadi Ayyad",2015,"Machine Learning, REST API, Angular, Symfony, PHP, Docker","Arabe, Anglais","Bilingue, Natif","Expérience chez Majorel pendant 15 an(s).","Projet Linux.",Azure,"3 mois",16990
3911,Guessous,Ibrahim,ibrahim.guessous3911@email.ma,0665560290,40,Casablanca,7,"Data Engineer",Lydec,Bac+2,"Master SI","UM5 Rabat",2020,"JavaScript, Spring, REST API, Machine Learning, Agile, Python, PostgreSQL, Linux","Anglais, Français, Arabe","Bilingue, Intermédiaire","Expérience chez Majorel pendant 7 an(s).","Projet SQL.",,"2 mois",27662
3912,Sbai,Meryem,meryem.sbai3912@email.ma,0648252597,37,"El Jadida",11,"Consultant SAP","Orange Maroc",Bac+2,"Master SI",INSEA,2025,"Agile, AWS, Vue.js, Docker, Git, MySQL, Laravel, Tableau, Power BI, REST API, PHP, Angular","Arabe, Français","Intermédiaire, Natif","Expérience chez Orange Maroc pendant 11 an(s).",,Azure,"1 mois",26540
3913,Zahir,Amal,amal.zahir3913@email.ma,0638570207,25,Kenitra,1,"Administrateur système",Lydec,Bac+2,"Master Big Data",ENSI,2020,"Scrum, PostgreSQL, Machine Learning, React, Python, JavaScript, SQL, MySQL, Pandas, Spring","Français, Arabe","Bilingue, Natif, Courant","Expérience chez Attijariwafa Bank pendant 1 an(s).","Projet SQL.",,Immédiate,13022
3914,Berrada,Tarik,tarik.berrada3914@email.ma,0623118450,21,Rabat,12,"Consultant SAP",Majorel,Bac+5,"Master MIAGE",ENSI,2015,"Linux, Tableau, Java, Spring, PHP, Agile, Node.js, Scrum, Python, PostgreSQL","Anglais, Arabe","Natif, Courant","Expérience chez Lydec pendant 12 an(s).","Projet Node.js.",Azure,Immédiate,16108
3915,Benkirane,Asmae,asmae.benkirane3915@email.ma,0625995734,49,Marrakech,8,"Scrum Master","Attijariwafa Bank",Bac+2,"Master Big Data",ENSIAS,2011,"Git, TensorFlow, Scrum, Azure, MySQL, Pandas, Agile, Linux, Vue.js","Arabe, Anglais","Courant, Intermédiaire, Bilingue","Expérience chez REDAL pendant 8 an(s).",,,"3 mois",6355
3916,Lamrani,Meryem,meryem.lamrani3916@email.ma,0657540853,41,Nador,12,"Testeur QA",CGI,Bac+2,"Ingénieur d'état",ENSI,2018,"Node.js, Spring, Docker, CI/CD, Angular, Symfony","Arabe, Français","Courant, Bilingue","Expérience chez Deloitte Maroc pendant 12 an(s).","Projet Linux.",PMP,"3 mois",29824
3917,Kabbaj,Zineb,zineb.kabbaj3917@email.ma,0646446834,45,"El Jadida",0,,,Bac+5,"Master Réseaux","Université Cadi Ayyad",2015,"Symfony, CI/CD, Git, Scrum","Anglais, Français","Intermédiaire, Courant",,,AWS,"2 mois",19715
3918,Alaoui,Khalid,khalid.alaoui3918@email.ma,0651469549,53,Fes,15,"Administrateur système",Lydec,Bac+5,"Master Data","Université Hassan II",2016,"Angular, Docker, Scrum, TensorFlow, AWS, Spring","Anglais, Arabe","Bilingue, Intermédiaire","Expérience chez Royal Air Maroc pendant 15 an(s).","Projet Agile.",,"2 mois",7588
3919,Fahmi,Laila,laila.fahmi3919@email.ma,0647931965,27,Meknes,14,"Ingénieur réseau",Inwi,Bac+5,"Master Data",EMI,2024,"Tableau, SQL, CI/CD, Java, JavaScript, Linux","Anglais, Français, Arabe","Courant, Natif","Expérience chez Deloitte Maroc pendant 14 an(s).","Projet SQL.",,"1 mois",24150
3920,Bennani,Khadija,khadija.bennani3920@email.ma,0674315532,26,Fes,15,"Product Owner","Groupe Addoha",Bac+5,"Master Réseaux",EMI,2019,"React, TensorFlow, Git","Arabe, Anglais","Courant, Natif, Intermédiaire","Expérience chez Groupe Addoha pendant 15 an(s).",,,"2 mois",11520
3921,Zahir,Karim,karim.zahir3921@email.ma,0679958342,50,Casablanca,1,"Testeur QA","Attijariwafa Bank",Bac+3,"Master SI","Al Akhawayn",2012,"REST API, Linux, Vue.js, AWS, PostgreSQL, TensorFlow, JavaScript, React, Azure, Scrum, Docker","Français, Anglais","Courant, Intermédiaire, Bilingue","Expérience chez Maroc Telecom pendant 1 an(s).",,AWS,"2 mois",7011
3922,Bennani,Nour,nour.bennani3922@email.ma,0663634968,33,Settat,10,"Développeur Java","Capgemini Maroc",Bac+3,"Master Data",ENSIAS,2023,"Laravel, Angular, React","Anglais, Arabe","Bilingue, Natif","Expérience chez Attijariwafa Bank pendant 10 an(s).","Projet Scrum.",PMP,Immédiate,15070
3923,Lamrani,Hafsa,hafsa.lamrani3923@email.ma,0641065276,40,Oujda,1,"Administrateur système",REDAL,Bac+2,"Licence informatique","Université Hassan II",2025,"Machine Learning, Linux, Laravel, SQL","Français, Anglais","Courant, Intermédiaire, Natif","Expérience chez Deloitte Maroc pendant 1 an(s).","Projet Kubernetes.",,"1 mois",28924
3924,Lamrani,Karim,karim.lamrani3924@email.ma,0634602619,28,Sale,5,"Ingénieur cloud","Deloitte Maroc",Bac+2,"Master MIAGE",EMI,2021,"Azure, Symfony, AWS, JavaScript, PostgreSQL, PHP","Français, Anglais, Arabe","Natif, Intermédiaire, Courant","Expérience chez Deloitte Maroc pendant 5 an(s).",,,"1 mois",18629
3925,Alaoui,Nabil,nabil.alaoui3925@email.ma,0631608597,33,"El Jadida",15,"Product Owner",REDAL,Bac+5,"Ingénieur d'état","FST Fes",2016,"Azure, Power BI, Scrum, TensorFlow, Angular, Linux, Node.js, REST API","Français, Anglais","Natif, Bilingue","Expérience chez Royal Air Maroc pendant 15 an(s).",,,"3 mois",6141
3926,Guessous,Amine,amine.guessous3926@email.ma,0638824145,49,Settat,4,"Administrateur système",Lydec,Bac+5,"Master MIAGE",INSEA,2013,"MySQL, PostgreSQL, AWS, Laravel, Power BI, Linux, Agile, Symfony, Docker","Anglais, Français","Intermédiaire, Courant","Expérience chez REDAL pendant 4 an(s).","Projet AWS.",PMP,Immédiate,27767
3927,Bensouda,Rachid,rachid.bensouda3927@email.ma,0644436954,54,"El Jadida",5,"Testeur QA","Capgemini Maroc",Bac+2,"Ingénieur d'état","FST Fes",2018,"Pandas, CI/CD, Docker, Power BI, Laravel, Java","Français, Anglais, Arabe","Bilingue, Courant","Expérience chez Deloitte Maroc pendant 5 an(s).","Projet Pandas.",AWS,"1 mois",5869
3928,Berrada,Anas,anas.berrada3928@email.ma,0622037765,32,Khemisset,13,"Consultant SAP",CGI,Bac+2,"Master Big Data","UM5 Rabat",2014,"Docker, PHP, Tableau, PostgreSQL, TensorFlow, Python, Scrum, Agile","Arabe, Français, Anglais","Intermédiaire, Bilingue","Expérience chez Attijariwafa Bank pendant 13 an(s).","Projet Power BI.",Azure,"2 mois",5808
3929,Sbai,Salma,salma.sbai3929@email.ma,0617124631,50,Khemisset,6,"Développeur Python","Groupe Addoha",Bac+3,"Licence informatique",ENSIAS,2025,"AWS, Vue.js, Laravel","Arabe, Anglais","Courant, Natif","Expérience chez Deloitte Maroc pendant 6 an(s).",,,Immédiate,4348
3930,"El Amrani",Iman,iman.el.amrani3930@email.ma,0635335617,37,Meknes,3,"Data Engineer",Majorel,Bac+5,"Master Data","Université Cadi Ayyad",2023,"Docker, Machine Learning, Laravel, Symfony, Scrum, AWS, Python, REST API, PostgreSQL","Anglais, Arabe","Natif, Intermédiaire","Expérience chez Inwi pendant 3 an(s).",,AWS,"2 mois",28167
3931,Rami,Laila,laila.rami3931@email.ma,0677294668,44,Meknes,6,"Ingénieur réseau","Royal Air Maroc",Bac+5,"Master MIAGE",ENSI,2025,"AWS, Git, Laravel, JavaScript, Linux, Kubernetes, Docker","Arabe, Anglais","Bilingue, Courant","Expérience chez Webhelp pendant 6 an(s).",,Azure,Immédiate,29722
3932,Bennani,Yasmina,yasmina.bennani3932@email.ma,0673346326,31,Nador,0,,,Bac+3,"Master SI",ENSI,2014,"Vue.js, Tableau, Agile, CI/CD, REST API, Power BI, Azure","Arabe, Anglais, Français","Natif, Courant",,"Projet Symfony.",,"1 mois",29797
3933,Drissi,Khalid,khalid.drissi3933@email.ma,0626366610,29,Fes,7,"Responsable SI",BMCE,Bac+5,"Master Big Data",ENSIAS,2024,"Kubernetes, Pandas, React, SQL","Français, Arabe, Anglais","Bilingue, Intermédiaire, Courant","Expérience chez Majorel pendant 7 an(s).","Projet Scrum.",,"2 mois",19806
3934,Alaoui,Iman,iman.alaoui3934@email.ma,0642082453,34,Nador,11,"Administrateur système",OCP,Bac+5,"Master Data","Al Akhawayn",2015,"JavaScript, AWS, Spring, Machine Learning, Node.js, Laravel, PostgreSQL, React, Pandas, Git, MySQL","Français, Anglais, Arabe","Intermédiaire, Courant, Bilingue","Expérience chez Capgemini Maroc pendant 11 an(s).","Projet TensorFlow.",,Immédiate,27473
3935,Zahir,Soukaina,soukaina.zahir3935@email.ma,0611683287,38,Khouribga,6,"Développeur mobile","Deloitte Maroc",Bac+3,"Master Data","Université Hassan II",2016,"Java, Git, Power BI, Python, Machine Learning, Linux","Arabe, Anglais","Courant, Bilingue, Natif","Expérience chez Maroc Telecom pendant 6 an(s).","Projet PostgreSQL.",,"1 mois",19958
